adult,backdrop_path,genre_ids,id,original_language,original_title,overview,popularity,poster_path,release_date,title,video,vote_average,vote_count
False,/kxTWssqcwsHqH6Sj2ivu0FHP5QK.jpg,"[28, 53, 80]",11782,cn,辣手神探,A cop who loses his partner in a shoot-out with gun smugglers goes on a mission to catch them. In order to get closer to the leaders of the ring he joins forces with an undercover cop who's working as a gangster hitman. They use all means of excessive force to find them.,19.471,/wuljacjo7DCzUzDianeZZwPb6to.jpg,1992-04-16,Hard Boiled,False,7.5,754
False,/pgtHrfRnVpOWbiGYFVoHM3E9rN.jpg,"[35, 10752]",11686,en,Love and Death,"In czarist Russia, a neurotic soldier and his distant cousin formulate a plot to assassinate Napoleon.",15.498,/oJXFd1UHZoOQ1UtoLxbyBLGJDox.jpg,1975-06-10,Love and Death,False,7.531,846
False,/mazqYfDUreT2KE6ZsaWT59JARHZ.jpg,"[16, 18]",83389,ja,コクリコ坂から,"Yokohama, 1963. Japan is picking itself up from the devastation of World War II and preparing to host the 1964 Olympics—and the mood is one of both optimism and conflict as the young generation struggles to throw off the shackles of a troubled past. Against this backdrop of hope and change, a friendship begins to blossom between high school students Umi and Shun—but a buried secret from their past emerges to cast a shadow on the future and pull them apart.",25.509,/rRLYX4RZIyloHSJwvZKAhphAjiB.jpg,2011-07-16,From Up on Poppy Hill,False,7.53,1675
False,/bTTT7DWMZVwpbCeU9PG8TVHMAB8.jpg,"[53, 18]",4553,en,The Machinist,"Trevor, an insomniac lathe operator, experiences unusual occurrences at work and home. A strange man follows him everywhere, but no one else seems to notice him.",29.469,/diAYqR4xdF9Hnj7qun6DEQhRrT2.jpg,2004-07-02,The Machinist,False,7.53,5368
False,/AsaW2VwcArvQmYjf2wsDjqWEn6f.jpg,"[28, 80, 53]",1051,en,The French Connection,Tough narcotics detective 'Popeye' Doyle is in hot pursuit of a suave French drug dealer who may be the key to a huge heroin-smuggling operation.,20.93,/5A1kg62MmQS5Dm3oo6t1OLu2lCy.jpg,1971-10-09,The French Connection,False,7.53,1759
False,/uG9lBtZmsyrZ0OPgrbvf9YOVLJr.jpg,"[18, 80, 53]",382614,en,The Book of Henry,"Susan, a single mother of two, works as a waitress in a small town. Her son, Henry, is an 11-year-old genius who not only manages the family finances but acts as emotional support for his mother and younger brother. When Henry discovers that the girl next door has a terrible secret, he implores Susan to take matters into her own hands.",18.982,/suLFg4UjvM5BoDipg2Wu3gZ802T.jpg,2017-06-16,The Book of Henry,False,7.529,1265
False,/gzL5e90FhJ3a041VhtMUsdExwsV.jpg,"[53, 18]",982,en,The Manchurian Candidate,"Near the end of the Korean War, a platoon of U.S. soldiers is captured by communists and brainwashed. Following the war, the platoon is returned home, and Sergeant Raymond Shaw is lauded as a hero by the rest of his platoon. However, the platoon commander, Captain Bennett Marco, finds himself plagued by strange nightmares and soon races to uncover a terrible plot.",20.292,/2xQ856kd9hw6bB3OnusGyTvvkwB.jpg,1962-10-24,The Manchurian Candidate,False,7.529,675
False,/YL3GPOiDcNraIJOVDCZsoOBoDy.jpg,"[878, 28, 12, 53]",106,en,Predator,A team of elite commandos on a secret mission in a Central American jungle come to find themselves hunted by an extraterrestrial warrior.,146.692,/k3mW4qfJo6SKqe6laRyNGnbB9n5.jpg,1987-06-12,Predator,False,7.529,7767
False,/kdbLf3aTQsEXqYlH9vA4fzmnSFz.jpg,"[10752, 18, 28]",228150,en,Fury,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",132.793,/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,2014-10-15,Fury,False,7.528,11594
False,/kdbLf3aTQsEXqYlH9vA4fzmnSFz.jpg,"[10752, 18, 28]",228150,en,Fury,"In the last months of World War II, as the Allies make their final push in the European theatre, a battle-hardened U.S. Army sergeant named 'Wardaddy' commands a Sherman tank called 'Fury' and its five-man crew on a deadly mission behind enemy lines. Outnumbered and outgunned, Wardaddy and his men face overwhelming odds in their heroic attempts to strike at the heart of Nazi Germany.",132.793,/pfte7wdMobMF4CVHuOxyu6oqeeA.jpg,2014-10-15,Fury,False,7.528,11594
False,/dPE25PbaeE6fCR2SQb4H4MeBmml.jpg,"[18, 53, 80, 9648]",15472,sv,Män som hatar kvinnor,"Swedish thriller based on Stieg Larsson's novel about a male journalist and a young female hacker. In the opening of the movie, Mikael Blomkvist, a middle-aged publisher for the magazine Millennium, loses a libel case brought by corrupt Swedish industrialist Hans-Erik Wennerström. Nevertheless, he is hired by Henrik Vanger in order to solve a cold case, the disappearance of Vanger's niece",23.834,/r2pFUXKK20KD9RE3yybpQsNynRE.jpg,2009-02-27,The Girl with the Dragon Tattoo,False,7.528,2870
False,/gLwXdKjUmbGRbImFg7sibJrRfor.jpg,"[10751, 16, 12, 35, 80]",15371,ja,ルパン三世 カリオストロの城,"After a successful robbery leaves famed thief Lupin the Third and his partner Jigen with nothing but a large amount of expertly crafted counterfeit bills, he decides to track down the forgers responsible—and steal any other treasures he may find in the Castle of Cagliostro, including the 'damsel in distress' he finds imprisoned there.",24.932,/vRWNAjvhY3vIOirWONi50y9bFDW.jpg,1979-12-15,Lupin the Third: The Castle of Cagliostro,False,7.5,985
False,/mLHApYe5zuYb5UE0PWzkkgjMgmG.jpg,"[35, 18]",491418,en,Instant Family,"When Pete and Ellie decide to start a family, they stumble into the world of foster care adoption. They hope to take in one small child but when they meet three siblings, including a rebellious 15 year old girl, they find themselves speeding from zero to three kids overnight.",75.859,/xYV1mODz99w7AjKDSQ7h2mzZhVe.jpg,2018-11-13,Instant Family,False,7.527,2848
False,/fctQU5MoXgJ5pNMljFzlEFXwfSu.jpg,"[28, 12, 878]",127585,en,X-Men: Days of Future Past,The ultimate X-Men ensemble fights a war for the survival of the species across two time periods as they join forces with their younger selves in an epic battle that must change the past – to save our future.,67.621,/tYfijzolzgoMOtegh1Y7j2Enorg.jpg,2014-05-15,X-Men: Days of Future Past,False,7.527,14924
False,/lfLVH3F8Xt8nITqG9cn97b54au1.jpg,"[18, 53]",10734,en,Escape from Alcatraz,"San Francisco Bay, January 18, 1960. Frank Lee Morris is transferred to Alcatraz, a maximum security prison located on a rocky island. Although no one has ever managed to escape from there, Frank and other inmates begin to carefully prepare an escape plan.",24.016,/uORr2GXQnyqgBOg6tVsRCJD2qxc.jpg,1979-06-22,Escape from Alcatraz,False,7.527,2671
False,/AuCrQyv2WZfbZcWOfim3ifXZ7zv.jpg,[53],21734,en,Shadow of a Doubt,"Just when Charlotte ‘Charlie’ Newton, is feeling especially frustrated by the lack of excitement in her small town in California, she receives wonderful news: Her uncle and namesake, Charlie Oakley, is coming to visit. However, as secrets about him come to the fore, Charlotte’s admiration turns into suspicion.",10.507,/ptyWagbWE8jSGyV2tGEzAdVbRCj.jpg,1943-01-15,Shadow of a Doubt,False,7.526,984
False,/cxDFAic9FXPPJt2MdfX4ijVh3eC.jpg,"[16, 10751]",11544,en,Lilo & Stitch,"As Stitch, a runaway genetic experiment from a faraway planet, wreaks havoc on the Hawaiian Islands, he becomes the mischievous adopted alien ""puppy"" of an independent little girl named Lilo and learns about loyalty, friendship, and ʻohana, the Hawaiian tradition of family.",62.724,/m13Vbzv7R2GMAl3GXFrkmMEgCFQ.jpg,2002-06-21,Lilo & Stitch,False,7.526,5977
False,/9l0drjuLhadG6jCzr8AIHSHSuWU.jpg,"[18, 35, 10749]",11178,ko,엽기적인 그녀,"A dweeby, mild-mannered man comes to the aid of a drunk young woman on a subway platform. Little does he know how much trouble he’s in for.",20.826,/nVVxhtBj4lrq7ieiuXgp07vDv46.jpg,2001-07-27,My Sassy Girl,False,7.5,538
False,/malT2STjWopccqE4xacsnSm5Ln8.jpg,"[14, 28, 53]",9495,en,The Crow,"Exactly one year after young rock guitarist Eric Draven and his fiancée are brutally killed by a ruthless gang of criminals, Draven—watched over by a hypnotic crow—returns from the grave to exact revenge.",58.647,/rMMB3v6jYHjsvXRNJYESacoTD7j.jpg,1994-05-11,The Crow,False,7.526,3803
False,/eYDAnSidN4rIEuneS5gEJkTyk3l.jpg,"[28, 80, 53]",9056,cn,警察故事,"Officer Chan Ka Kui manages to put a major Hong Kong drug dealer behind the bars practically alone, after a shooting and an impressive chase inside a slum. Now, he must protect the boss' secretary, Selina, who will testify against the gangster in court.",22.787,/1eFB0Iy1TMU4VO5hMcoCE064JAT.jpg,1985-12-14,Police Story,False,7.5,835
False,/il5zDHC5sGe3ZHLhVi3tNFZ9Tt5.jpg,[27],571,en,The Birds,Thousands of birds flock into a seaside town and terrorize the residents in a series of deadly attacks.,72.316,/eClg8QPg8mwB6INIC4pyR5pAbDr.jpg,1963-03-28,The Birds,False,7.526,3922
False,/s7lwxcX5iZuOdoQhM77WyQaPtWv.jpg,"[35, 18]",339,en,Night on Earth,An anthology of 5 different cab drivers in 5 American and European cities and their remarkable fares on the same eventful night.,10.88,/ktejUHCo6c8DekpOtR3uSb6oDXr.jpg,1991-12-12,Night on Earth,False,7.526,860
False,/7RUT5tGL1tBwbQajk6e9aE3zuwM.jpg,"[28, 18, 53]",626872,ko,비상선언,"While investigating a terroristic threat that goes viral online, Korean authorities discover that a suspect has recently boarded an international flight bound for the United States. When a healthy passenger on the same flight suddenly dies a gruesome death of unknown cause, panic erupts both in-flight and on the ground. With steadily decreasing fuel and international refusals to offer aid, the captain and crew will be forced to take unprecedented emergency measures in an attempt to save the lives of their passengers.",22.922,/vkXqfnXCjiN6yjFE5VQ9hfidciO.jpg,2022-08-03,Emergency Declaration,False,7.5,321
False,/fVJZYpzVTKo0vXmar9NnRMV0Qcn.jpg,"[80, 18, 9648]",592,en,The Conversation,"Surveillance expert Harry Caul is hired by a mysterious client's brusque aide to tail a young couple. Tracking the pair through San Francisco's Union Square, Caul and his associate Stan manage to record a cryptic conversation between them. Tormented by memories of a previous case that ended badly, Caul becomes obsessed with the resulting tape, trying to determine if the couple is in danger.",37.096,/9LGN30PhmzAZhDc23yFBZAHtNST.jpg,1974-04-07,The Conversation,False,7.524,1636
False,/vo3cB6xkMswMz9gB2X517TmxmI2.jpg,[35],430,en,"One, Two, Three","C.R. MacNamara is a managing director for Coca Cola in West Berlin during the Cold War, just before the Wall is put up. When Scarlett, the rebellious daughter of his boss, comes to West Berlin, MacNamara has to look after her, but this turns out to be a difficult task when she reveals to be married to a communist.",12.64,/yWQE227ub1frfnjP5HZy0wLF0wu.jpg,1961-12-15,"One, Two, Three",False,7.524,355
False,/cQv1NptKgJNN7x40YUt0FFacO2C.jpg,[18],3116,en,Midnight Cowboy,"Joe Buck is a wide-eyed hustler from Texas hoping to score big with wealthy New York City women; he finds a companion in Enrico ""Ratso"" Rizzo, an ailing swindler with a bum leg and a quixotic fantasy of escaping to Florida.",29.729,/f7YLzOxwWzeEdo7RhAlPSBTYa8.jpg,1969-05-25,Midnight Cowboy,False,7.523,1341
False,/ydwp5FtQ7XDL7tC6sgPRlE1kpGq.jpg,"[18, 53]",1567,fr,Seul contre tous,"After completing jail time for beating up a man who tried to seduce his mentally-handicapped teenage daughter, The Butcher wants to start life anew. He institutionalizes his daughter and moves to the Lille suburbs with his mistress, who promises him a new butcher shop. Learning that she lied, The Butcher returns to Paris to find his daughter.",11.413,/4kMB2AAcDQ5diRuh7NTxuS90bx7.jpg,1998-05-16,I Stand Alone,False,7.5,493
False,/tym6NH7ybFeldBuYYp0RSLpjZFq.jpg,"[14, 16, 35, 80]",856,en,Who Framed Roger Rabbit,"'Toon star Roger is worried that his wife Jessica is playing pattycake with someone else, so the studio hires detective Eddie Valiant to snoop on her. But the stakes are quickly raised when Marvin Acme is found dead and Roger is the prime suspect.",34.881,/lYfRc57Kx9VgLZ48iulu0HKnM15.jpg,1988-06-21,Who Framed Roger Rabbit,False,7.523,5495
False,/8wwXPG22aNMpPGuXnfm3galoxbI.jpg,"[28, 12, 10751, 35]",675353,en,Sonic the Hedgehog 2,"After settling in Green Hills, Sonic is eager to prove he has what it takes to be a true hero. His test comes when Dr. Robotnik returns, this time with a new partner, Knuckles, in search for an emerald that has the power to destroy civilizations. Sonic teams up with his own sidekick, Tails, and together they embark on a globe-trotting journey to find the emerald before it falls into the wrong hands.",110.391,/6DrHO1jr3qVrViUO6s6kFiAGM7.jpg,2022-03-30,Sonic the Hedgehog 2,False,7.521,4730
False,/mvddOYK8TAuSVbZissvU5FLcHMb.jpg,"[10749, 18, 53]",3767,en,Gilda,"A gambler discovers an old flame while in Argentina, but she's married to his new boss.",36.314,/46eKPjoWEyNBAQKDoXEcDFBcaUw.jpg,1946-04-25,Gilda,False,7.521,552
False,/xClq7x4kE5l6NL4P0ZzD9sfJW73.jpg,"[37, 28]",966,en,The Magnificent Seven,An oppressed Mexican peasant village hires seven gunfighters to help defend their homes.,26.381,/e5ToxOyJwuZD4VOfI0qEn5uIjeJ.jpg,1960-10-12,The Magnificent Seven,False,7.521,1705
False,/orGlr1vHTgbDkGJPwuBjd8ncVjQ.jpg,"[16, 28, 14]",666243,en,The Witcher: Nightmare of the Wolf,"Escaping from poverty to become a witcher, Vesemir slays monsters for coin and glory, but when a new menace rises, he must face the demons of his past.",24.241,/3sLz2yv6vBDWqBbd8rdnNeoJ2kJ.jpg,2021-08-23,The Witcher: Nightmare of the Wolf,False,7.52,904
False,/jRqHItD7rORpbB0lx2ke8StSntb.jpg,"[18, 53]",552178,en,Dark Waters,"A tenacious attorney uncovers a dark secret that connects a growing number of unexplained deaths to one of the world's largest corporations. In the process, he risks everything — his future, his family, and his own life — to expose the truth.",24.965,/yV6edeSb1ykiNpJ1ekRz8GPhENr.jpg,2019-11-22,Dark Waters,False,7.52,2055
False,/lJKhmgfilbyi0ejGYKTNh7UHZgE.jpg,[18],216156,en,Still Life,A council case worker looks for the relatives of those found dead and alone.,49.69,/zLBEfSaNiFF5Hzoe1ir5ZYclnjt.jpg,2013-11-28,Still Life,False,7.52,347
False,/mQC9OxFBGKJmk4tgzpmKO1nIZx5.jpg,"[18, 10752]",1786,fr,Au revoir les enfants,"Au revoir les enfants tells a heartbreaking story of friendship and devastating loss concerning two boys living in Nazi-occupied France. At a provincial Catholic boarding school, the precocious youths enjoy true camaraderie—until a secret is revealed. Based on events from writer-director Malle’s own childhood, the film is a subtle, precisely observed tale of courage, cowardice, and tragic awakening.",12.767,/qrHM4mBVresi7UPYh7TWoQFuusd.jpg,1987-10-07,Au Revoir les Enfants,False,7.52,626
False,/wncuCwPGYWbsLzv00frxCjh10e2.jpg,"[18, 35]",364137,fr,Nous trois ou rien,"An Iranian family survives the shah and the ayatollah and moves to France. This story follows the family through it all. Despite the politics, revolution, prison, beatings, assassinations and suicides this is a comedy.",7.656,/aPYtRdJwt85OgZIUBZ5tHgmfyCO.jpg,2015-11-04,All Three of Us,False,7.519,476
False,/hZoXUcBN0CgD7s1QgmO7OZSHzBx.jpg,[18],18925,en,Facing the Giants,A losing coach with an underdog football team faces their giants of fear and failure on and off the field to surprising results.,28.946,/33gkfCURxgBBpiAnrWua4Txmrvs.jpg,2006-09-29,Facing the Giants,False,7.519,414
False,/8d5C2IHEoI83muLRxhvJQAiIefD.jpg,"[18, 14, 10749]",16633,en,Somewhere in Time,"Young writer Richard Collier is met on the opening night of his first play by an old lady who begs him to ""Come back to me"". Mystified, he tries to find out about her, and learns that she is a famous stage actress from the early 1900s. Becoming more and more obsessed with her, by self-hypnosis he manages to travel back in time—where he meets her.",22.202,/hmdegiSwVYUNvEfihaE3HRM3Sos.jpg,1980-10-02,Somewhere in Time,False,7.5,547
